target_x,target_y,l_rel_x,l_rel_y,r_rel_x,r_rel_y,pitch,yaw,roll,eye_aspect_ratio
0.05,0.05,-0.4806069843173509,-0.07941215051345477,0.500455097366884,-0.09209549306206828,9.588263412904098,-14.5393663764088,-0.6424630540723691,0.36151101907680117
0.05,0.05,-0.4869586672755724,-0.06023351246994249,0.4748411222747234,-0.09305742721381634,9.849432272471915,-16.037717055851072,-1.5577124616320566,0.35470429726877784
0.05,0.05,-0.4800663749337962,-0.08797749776971361,0.46949916415665455,-0.08084271252573616,8.748632716890995,-17.388276611032346,-1.4855685147621096,0.37289620154690417
0.05,0.05,-0.47972314270669664,-0.08534794313132958,0.48163798897082516,-0.08120943463971056,9.418736560895582,-18.771188897770365,-1.1565715439823385,0.3665645354219794
0.05,0.05,-0.4858815746090307,-0.07487409463428721,0.4930272779710006,-0.07928520685275636,10.195972899806549,-20.0479105462734,-1.4840679697198775,0.35415365884781824
0.05,0.05,-0.48440021458996296,-0.06777358604389615,0.48412724890648573,-0.08279330122745909,8.828543426810313,-21.193099509711715,-0.7931994816218753,0.357984500528509
0.05,0.05,-0.4793850545452963,-0.10823444686674587,0.45444682939195646,-0.10128078826916499,8.48390657322446,-22.383823326561043,-1.399390794170525,0.36281132095121904
0.05,0.05,-0.4928927885241973,-0.08281183652362555,0.4548950512266925,-0.09448100977291507,7.651992589667884,-23.315958458696386,-0.9615320127840142,0.3691716848053526
0.05,0.05,-0.4936859771492506,-0.08640636032778024,0.4552557176639868,-0.09259435992354119,7.454769723064629,-24.197893214099572,-0.988252570282798,0.36391530473311257
0.05,0.05,-0.49080924414613686,-0.08617531802262181,0.48128930166659767,-0.09571827461371091,7.482045295216466,-25.01864581251171,-1.2527798812052937,0.36601350720562775
0.05,0.05,-0.4991015434914041,-0.0870417924470669,0.4871892967229959,-0.08693406641453337,7.43730868149558,-25.677598706528666,-1.0362465524020206,0.37990396547064803
0.05,0.05,-0.46815532280391603,-0.10568211194316116,0.4790354065235777,-0.11746279914969485,6.136239577562208,-26.41416826998877,-0.7295839699592254,0.3831151519626178
0.05,0.05,-0.4931963525271143,-0.10131364762067634,0.4731546737208446,-0.11307018850809947,6.4156378919237795,-26.949729863501048,-0.7010434158396044,0.38187229704590453
0.05,0.05,-0.47110956871865745,-0.10167359728538929,0.4660407939998458,-0.09935552675729553,5.620384166181793,-27.564840472614264,-0.2852508550555883,0.38182128762521084
0.05,0.05,-0.48919253894926606,-0.09517756358384463,0.4671349494457749,-0.09270425069112279,5.4513972029065485,-28.041419236695873,-0.047808123025778505,0.3775986665838924
0.05,0.05,-0.45332121529995134,-0.09379397875206943,0.4728004675486008,-0.1098560211649872,4.376779702613021,-28.50339544216995,-0.3504330590896304,0.3826079690194161
0.05,0.05,-0.47482936701512213,-0.11535162690941636,0.47917173248233547,-0.10594018284858284,3.1675737003165807,-28.70445067167835,0.6916355121133942,0.38025493024412926
0.05,0.05,-0.4723584889112373,-0.11093976265233771,0.4757145152000057,-0.09128922922086048,2.7693287326116263,-28.906930237785332,0.7629068931415113,0.376340595113281
0.05,0.05,-0.4741021692541529,-0.11402265723147965,0.4989238802880081,-0.1342982678107244,2.2151238481491475,-29.047806601393525,0.7423751951083202,0.3802933419286961
0.05,0.05,-0.4668505346497177,-0.1167121408068637,0.4827806966405459,-0.11531380655867868,2.367100787537055,-29.214675514494438,1.0561199745193288,0.37614401575963197
0.05,0.05,-0.464040519719715,-0.12708359159932073,0.4780104070629959,-0.12278867795961473,2.575029387688602,-29.352484926161637,0.8641046929711867,0.37696631182142004
0.05,0.05,-0.4751551361968409,-0.12176260400093894,0.5301392513272744,-0.114064515282402,1.750008392046709,-29.37337146219714,0.9115881039057157,0.38642163431666976
0.05,0.05,-0.4797839247171233,-0.1279292720339413,0.5162240805834671,-0.10389546672144542,1.3012529508317812,-29.382860659756446,0.9887654630539632,0.3793198643801673
0.05,0.05,-0.46221553105725804,-0.09116167257539702,0.5190822820785342,-0.12758197261173737,1.2351619509411194,-29.064284213414943,1.0301215550929061,0.359649047038325
0.05,0.05,-0.47899678993247247,-0.11819976421453722,0.5237253039548989,-0.1259672559578134,1.0814336371596767,-28.707966246883757,1.1005078879556123,0.36841418674330717
0.05,0.05,-0.4597466432604261,-0.10632822507947051,0.5624482617323284,-0.14751909539178357,1.6579796200315116,-27.7806671756551,1.6127990596590116,0.36345108134633936
0.05,0.05,-0.4550330972479241,-0.08161165130293502,0.5456768836354561,-0.12066519953717358,0.6207075467096956,-27.203246117902506,2.0916694729585164,0.3514571863902519
0.05,0.05,-0.4544571743196766,-0.0923226030290231,0.5537553745305153,-0.13395980121217002,0.9182131701590208,-23.675323864749167,3.240136072997216,0.34447318465090593
0.05,0.05,-0.4273342900470512,-0.11139005430618495,0.5923272993539657,-0.13194904021726034,2.777385786224812,-19.420649914006834,4.286166990752114,0.35404896479168757
0.05,0.05,-0.44669290188907507,-0.09660303698192968,0.6196632050997528,-0.1415087661567424,1.9976008810059795,-15.674467434454211,3.913483692438467,0.36440351930765136
0.05,0.05,-0.440710292901349,-0.0891747533012007,0.6207689742136664,-0.10628655962737252,2.459380072554211,-11.78463956434258,4.165286731272767,0.3625095680175369
0.05,0.05,-0.4407368100781652,-0.10104878260806573,0.6079755913578996,-0.12317563789344112,3.5389215323078247,-8.261254964396603,4.4853252622158735,0.3657839157959516
0.05,0.05,-0.43975824136639985,-0.09622385851058139,0.6087845297107745,-0.13037409872878525,3.15681740628537,-5.070703179840038,4.298371040837728,0.36470698327953727
0.05,0.05,-0.415435440623496,-0.14063169344190335,0.5793216312323595,-0.1059257008353155,1.7064298985105495,-1.9243696499710436,3.6879739007639074,0.3782395994166945
0.05,0.05,-0.4114485025390309,-0.1406317150234306,0.6140433283852564,-0.11876813844960679,3.1676495871648456,0.8830618739883569,3.993913829039015,0.36467593790310565
0.05,0.05,-0.4075135495807513,-0.11680339649792772,0.6036327038292458,-0.10709307735399398,2.4874186670581935,3.6061100539190645,3.9231819881924888,0.3920229826631475
0.05,0.05,-0.4241292001476975,-0.11357234540115696,0.6021924263356107,-0.1200630192464185,2.832702910646219,6.062538018818323,4.174988993547959,0.37438036834744226
0.05,0.05,-0.3932330748526242,-0.1554331437962889,0.6374702808314305,-0.07739489418798992,1.7539543794727877,8.385832007702934,3.5354665646626002,0.4069290102259866
0.05,0.05,-0.3903758878078324,-0.1402799735372746,0.6469840896614562,-0.09778396792333154,2.1736036496516817,10.52863573708765,4.05858842544099,0.3920243973440465
0.05,0.05,-0.38791191911160106,-0.13493959573872108,0.6559344438310653,-0.1055335808234025,1.7858521742093103,12.55044923420524,3.622791918739368,0.3786503152987396
0.05,0.05,-0.3854866624591848,-0.13012344893301442,0.6487415247496441,-0.08537977780596988,4.045459968963314,14.410682976529113,4.050404287306329,0.37267813202676436
0.05,0.05,-0.3925922376957256,-0.14359127237624747,0.663076792566755,-0.12601336347350509,4.326678658311977,16.111507482188113,4.33382843128373,0.4141930569051495
0.05,0.05,-0.39530648238131233,-0.12259385235575712,0.6430143769343835,-0.09123176331612323,5.181064926301332,17.710563712227618,4.211844701584402,0.38460606407121356
0.05,0.05,-0.39538974440387364,-0.12530560406413715,0.6496745689570004,-0.1036987895624958,4.819603299447749,19.167285111934444,4.48784220545762,0.39214269665820667
0.05,0.05,-0.38491235196280965,-0.13498907139514846,0.6647676131457307,-0.09534515162289836,5.20516761083519,20.518171348430528,4.297952533428823,0.3822918101145043
0.05,0.05,-0.3748116203281388,-0.13046119696126135,0.6405751180249822,-0.11009810204682785,5.496712258254632,21.80507288604887,4.4673624037736,0.4002606894973153
0.05,0.05,-0.3746917787395622,-0.12545478801365295,0.6386073660520818,-0.1046448030269973,5.428802696721533,22.945806503624418,4.657918841110605,0.3960954349754767
0.05,0.05,-0.38265812653026404,-0.13464644887987848,0.6560552567353032,-0.07670910045889313,6.397125233836164,23.910938068347875,4.0311060929495115,0.4014523535710093
0.05,0.05,-0.3780725308025187,-0.1161248596582383,0.6516343894932601,-0.08826827649545818,7.046189102448267,24.83043544680946,4.8168721063918305,0.3994899310092981
0.05,0.05,-0.38618399178519536,-0.11831559765826632,0.6569537691198317,-0.06458522813586942,6.9369078443302215,25.46264212124221,4.294152943808329,0.3975980656158492
0.05,0.05,-0.3843137981165446,-0.10805005880010742,0.6562300688857845,-0.06366491642179296,8.271022279242061,26.09795177834921,4.740391215891455,0.40763131850123807
0.05,0.05,-0.3798958801260771,-0.11438833767942784,0.6571554370323656,-0.0742865135756372,7.960538351253149,26.60566558647653,4.528510130343336,0.3917444818086836
0.05,0.05,-0.3912774029346265,-0.11275729472969916,0.6516857102278807,-0.09736000404671623,9.704320822968498,26.752642608964322,5.017058477482356,0.37596491226049006
0.05,0.05,-0.39313854021988864,-0.09751693483634448,0.6608463004303375,-0.10246103355189362,9.515763961152913,27.017864152376404,5.007228951455656,0.3696113217925202
0.05,0.05,-0.4038543629088715,-0.11391154468583224,0.6604984179354734,-0.10962557806203857,9.679897599869378,27.042565114426008,5.037460542603226,0.37276256079489745
0.05,0.05,-0.39442305699309443,-0.10231098569158904,0.6414774767450526,-0.11058573141660884,9.371091278511244,27.198971713455215,5.174735127804724,0.37613024757480873
0.05,0.05,-0.41554477094749226,-0.08993667963794559,0.6419561562162865,-0.09465225230620099,9.66696044218753,27.14637112513832,5.137009835760865,0.37198269392180644
0.05,0.05,-0.4068997220300327,-0.11040622562847521,0.6328459049143256,-0.088683070650509,9.33632060612942,27.079152698779623,5.208182866721256,0.3773031290734002
0.05,0.05,-0.4023664694608783,-0.1035770167300873,0.6293535431521824,-0.079052790016592,9.368432187268866,27.003840273627493,5.24958553846358,0.37373408856404705
0.05,0.05,-0.4238823131306148,-0.07049104722538578,0.6724946174613946,-0.09412729642775193,9.87319122398182,26.697550670440762,5.266894894144697,0.36346345627431187
0.05,0.05,-0.4307103905134868,-0.08702283790213373,0.6401671510860307,-0.06422901465548614,10.700595750979005,26.365084975420892,5.2656451871912795,0.35984481599914575
0.05,0.05,-0.44829645588079037,-0.08904768970912062,0.5998438775015928,-0.10689128061435507,10.850946317370727,25.63595786761137,5.4559592963776895,0.34685609005814044
0.05,0.05,-0.44953137989126835,-0.07103741972029927,0.6036626998935744,-0.06391618636922779,10.611905927414341,25.108159304056077,5.488622017097124,0.35292962722780064
0.05,0.05,-0.46841921600558334,-0.05786675221007328,0.5871370542127937,-0.07477652243656456,11.71172901447315,23.84200476576301,4.905768767700962,0.3514090794669805
0.05,0.05,-0.4786953718228801,-0.058539366933892806,0.535320748504637,-0.05972260330351753,10.918737305041049,21.633268681702447,3.5866839979813,0.35930875339058915
0.05,0.05,-0.486369784917881,-0.050670080307189704,0.5496879291031704,-0.05860918022583395,11.49075828649623,19.4558480036049,2.8446192549317266,0.3564592775331944
0.05,0.05,-0.47862224907896533,-0.055196779789867645,0.5350689984218446,-0.07961564575916615,11.123225305551273,16.144978504733228,1.0692528467946476,0.35525484722297973
0.05,0.05,-0.4834592831225991,-0.045228598383219264,0.5300343752498201,-0.07116570187112338,11.409096898243348,13.423909588479152,1.2886896205151364,0.3670205602468351
0.05,0.05,-0.5014743337377373,-0.05414410306677486,0.518184547911302,-0.08737818582178507,8.517590663901274,10.017447813178517,0.31987393433338146,0.3750292645352866
0.05,0.05,-0.4985076318942618,-0.05781533728301046,0.5227146541816793,-0.0899382220629299,9.88387833633908,7.014928237015283,-0.00011749240705860886,0.336686437961344
0.05,0.05,-0.49674732063462346,-0.058369799223101045,0.5264470989854152,-0.09863095124485005,9.349882750412661,4.2447715420886665,0.11211638619456576,0.3435018998638284
0.05,0.05,-0.5155819249670383,-0.08918843796368627,0.5093269192941752,-0.0939937915077414,8.969870196282812,1.672893967472716,-0.28287661012263887,0.3946333930908139
0.05,0.05,-0.49554330351497977,-0.09314455512314371,0.5339926070758244,-0.10323957245256936,9.22578152785104,-0.5904060699344698,-0.36863132118809605,0.3744346409800601
0.05,0.05,-0.5044051807010337,-0.08864005555219592,0.511996420157671,-0.07574355995013791,7.856169970406313,-3.059679216440672,-0.5782428041629991,0.38166915306297466
0.05,0.05,-0.49208244832516507,-0.06391377472168731,0.5162158139639375,-0.09632231872988059,7.7597598807318775,-5.1441749546921205,-0.5695025118381196,0.3952252594315845
0.05,0.05,-0.5112258492937087,-0.0763177028827443,0.5003559503968291,-0.0743092801088615,7.039551104406314,-7.124492566464635,-0.2516666287851469,0.36813337611562236
0.05,0.05,-0.49085936085915977,-0.0908191380246566,0.510659154798565,-0.09976494853106248,8.278467749819526,-8.608362735277451,-0.13819799501853158,0.3606214697657649
0.05,0.05,-0.49485962670226535,-0.10590064386940277,0.5157279599692762,-0.09410633834765463,6.5912088849450186,-10.098106753800431,-0.23910072469794472,0.36016707671111636
0.5,0.05,-0.5117408080277219,-0.08780273627655412,0.48653495523189516,-0.1252716443098995,5.504490561944408,10.810298933235496,2.2686496713967164,0.3751049965167285
0.5,0.05,-0.5237356900057519,-0.10424822393517869,0.4720248778026813,-0.12304229281592798,6.273313180551241,11.314352872300413,2.4031300837082887,0.3815779552620505
0.5,0.05,-0.5247214650717867,-0.08733007032756585,0.4777818435039756,-0.11907324467975872,6.273313180551241,11.768001417458839,2.4031300837082887,0.38438272194594963
0.5,0.05,-0.5163695582522707,-0.08355166994329567,0.49715828903009207,-0.11088495006395131,5.581912306455024,11.832952446861388,2.0850464227928027,0.38901439006377103
0.5,0.05,-0.5178782733961003,-0.08955476287111827,0.5005678016504349,-0.11090021188015761,6.418224608314887,11.929965807137092,2.184763911283196,0.39112810651607643
0.5,0.05,-0.5052625880209384,-0.0783787719258944,0.504191514562688,-0.09372974929688152,5.953566602703944,12.600781113186159,2.5747347880133207,0.3935376047336516
0.5,0.05,-0.5042360977629263,-0.08477878772197005,0.4866277285376186,-0.09443429167401304,6.3515776466776686,13.004629309305932,2.4836713853489187,0.3713330522091462
0.5,0.05,-0.499978039059919,-0.0935302115697871,0.501349553807808,-0.11361019941663854,5.992891326936501,13.354012593375822,2.5828888001032455,0.3758692803225748
0.5,0.05,-0.5036117704252338,-0.09279838332999704,0.5000654511798728,-0.11853900060657573,5.905313607702766,13.614614192102664,2.6552307312258967,0.38031972660559277
0.5,0.05,-0.5044887296951999,-0.09075798883616232,0.5036562843281907,-0.11843358589334829,5.905313607702766,13.84915563095682,2.6552307312258967,0.37560270137351126
0.5,0.05,-0.5156562007101622,-0.1066073634647211,0.4991000892395848,-0.11711192522662157,6.3428430847044694,14.248078249194855,2.6512303214400235,0.40167796003150436
0.5,0.05,-0.5186207245753057,-0.10506497730224913,0.490330987750847,-0.1027639711083808,5.935789798531317,14.405902430189846,2.5292450741812136,0.38171019122325955
0.5,0.05,-0.5062794057718668,-0.09671318294996559,0.4927469699932273,-0.09592589129097984,6.349196238228217,14.783950510932154,2.621093204373887,0.38844798635641753
0.5,0.05,-0.5060097486938502,-0.10201492464707199,0.4982538927196237,-0.10037225642182615,5.334548733028214,15.452283867742517,2.7928840566424182,0.38769838582243576
0.5,0.05,-0.5104599198039829,-0.10515831390446936,0.4904550306347482,-0.10404435102766296,5.37650183799488,15.898493465941371,2.76084933412963,0.39576247060046876
0.5,0.05,-0.48892658943370676,-0.07678613486817894,0.528927053682587,-0.1180799566832981,5.649493611709715,16.59411695997791,3.2062941031432377,0.35126061207801085
0.5,0.05,-0.4935176890814571,-0.08306784406472191,0.5070838673279252,-0.11990403226514894,4.8101615265747455,17.346709031088867,2.8811982236503226,0.36772058980785155
0.5,0.05,-0.5053635257859664,-0.09622864850343639,0.5089410185858266,-0.10129410494368721,4.92171271075938,18.083632625623366,3.152063407990335,0.40367645097781946
0.5,0.05,-0.5008729432086501,-0.08045858245884564,0.5194282453748029,-0.1232328507461243,5.289972855607061,18.84432527799118,3.297937120974981,0.3743151375447754
